"sim","name","k.studies","k.species","sigma2.n","sigma2.p","sigma2.s","sigma2.u","rho","save_location","job_number","scenario"
194,"study2.sub",50,100,0.3,0.3,0.05,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7194,12
195,"study2.sub",50,100,0.3,0.3,0.05,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7195,12
196,"study2.sub",50,100,0.3,0.3,0.05,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7196,12
197,"study2.sub",50,100,0.3,0.3,0.05,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7197,12
198,"study2.sub",50,100,0.3,0.3,0.05,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7198,12
199,"study2.sub",50,100,0.3,0.3,0.05,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7199,12
200,"study2.sub",50,100,0.3,0.3,0.05,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7200,12
1,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7201,1
2,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7202,1
3,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7203,1
4,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7204,1
5,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7205,1
6,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7206,1
7,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7207,1
8,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7208,1
9,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7209,1
10,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7210,1
11,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7211,1
12,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7212,1
13,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7213,1
14,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7214,1
15,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7215,1
16,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7216,1
17,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7217,1
18,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7218,1
19,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7219,1
20,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7220,1
21,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7221,1
22,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7222,1
23,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7223,1
24,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7224,1
25,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7225,1
26,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7226,1
27,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7227,1
28,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7228,1
29,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7229,1
30,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7230,1
31,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7231,1
32,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7232,1
33,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7233,1
34,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7234,1
35,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7235,1
36,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7236,1
37,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7237,1
38,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7238,1
39,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7239,1
40,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7240,1
41,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7241,1
42,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7242,1
43,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7243,1
44,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7244,1
45,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7245,1
46,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7246,1
47,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7247,1
48,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7248,1
49,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7249,1
50,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7250,1
51,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7251,1
52,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7252,1
53,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7253,1
54,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7254,1
55,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7255,1
56,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7256,1
57,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7257,1
58,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7258,1
59,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7259,1
60,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7260,1
61,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7261,1
62,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7262,1
63,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7263,1
64,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7264,1
65,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7265,1
66,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7266,1
67,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7267,1
68,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7268,1
69,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7269,1
70,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7270,1
71,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7271,1
72,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7272,1
73,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7273,1
74,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7274,1
75,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7275,1
76,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7276,1
77,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7277,1
78,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7278,1
79,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7279,1
80,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7280,1
81,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7281,1
82,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7282,1
83,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7283,1
84,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7284,1
85,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7285,1
86,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7286,1
87,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7287,1
88,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7288,1
89,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7289,1
90,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7290,1
91,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7291,1
92,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7292,1
93,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7293,1
94,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7294,1
95,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7295,1
96,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7296,1
97,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7297,1
98,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7298,1
99,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7299,1
100,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7300,1
101,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7301,1
102,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7302,1
103,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7303,1
104,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7304,1
105,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7305,1
106,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7306,1
107,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7307,1
108,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7308,1
109,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7309,1
110,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7310,1
111,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7311,1
112,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7312,1
113,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7313,1
114,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7314,1
115,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7315,1
116,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7316,1
117,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7317,1
118,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7318,1
119,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7319,1
120,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7320,1
121,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7321,1
122,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7322,1
123,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7323,1
124,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7324,1
125,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7325,1
126,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7326,1
127,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7327,1
128,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7328,1
129,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7329,1
130,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7330,1
131,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7331,1
132,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7332,1
133,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7333,1
134,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7334,1
135,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7335,1
136,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7336,1
137,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7337,1
138,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7338,1
139,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7339,1
140,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7340,1
141,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7341,1
142,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7342,1
143,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7343,1
144,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7344,1
145,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7345,1
146,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7346,1
147,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7347,1
148,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7348,1
149,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7349,1
150,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7350,1
151,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7351,1
152,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7352,1
153,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7353,1
154,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7354,1
155,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7355,1
156,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7356,1
157,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7357,1
158,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7358,1
159,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7359,1
160,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7360,1
161,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7361,1
162,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7362,1
163,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7363,1
164,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7364,1
165,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7365,1
166,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7366,1
167,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7367,1
168,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7368,1
169,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7369,1
170,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7370,1
171,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7371,1
172,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7372,1
173,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7373,1
174,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7374,1
175,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7375,1
176,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7376,1
177,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7377,1
178,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7378,1
179,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7379,1
180,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7380,1
181,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7381,1
182,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7382,1
183,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7383,1
184,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7384,1
185,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7385,1
186,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7386,1
187,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7387,1
188,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7388,1
189,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7389,1
190,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7390,1
191,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7391,1
192,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7392,1
193,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7393,1
194,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7394,1
195,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7395,1
196,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7396,1
197,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7397,1
198,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7398,1
199,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7399,1
200,"study2.sub",20,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7400,1
1,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7401,2
2,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7402,2
3,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7403,2
4,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7404,2
5,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7405,2
6,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7406,2
7,"study2.sub",50,40,0.3,0.3,0.3,0.05,0.8,"/srv/scratch/z5394590/phylo_meta_sandwich/",7407,2
