"sim","name","k.studies","k.species","mu","sigma2.n","sigma2.p","sigma2.s","sigma2.u","rho","save_location","job_number","scenario"
7,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",207,3
8,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",208,3
9,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",209,3
10,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",210,3
11,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",211,3
12,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",212,3
13,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",213,3
14,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",214,3
15,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",215,3
16,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",216,3
17,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",217,3
18,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",218,3
19,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",219,3
20,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",220,3
21,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",221,3
22,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",222,3
23,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",223,3
24,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",224,3
25,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",225,3
26,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",226,3
27,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",227,3
28,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",228,3
29,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",229,3
30,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",230,3
31,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",231,3
32,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",232,3
33,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",233,3
34,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",234,3
35,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",235,3
36,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",236,3
37,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",237,3
38,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",238,3
39,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",239,3
40,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",240,3
41,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",241,3
42,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",242,3
43,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",243,3
44,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",244,3
45,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",245,3
46,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",246,3
47,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",247,3
48,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",248,3
49,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",249,3
50,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",250,3
51,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",251,3
52,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",252,3
53,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",253,3
54,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",254,3
55,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",255,3
56,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",256,3
57,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",257,3
58,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",258,3
59,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",259,3
60,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",260,3
61,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",261,3
62,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",262,3
63,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",263,3
64,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",264,3
65,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",265,3
66,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",266,3
67,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",267,3
68,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",268,3
69,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",269,3
70,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",270,3
71,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",271,3
72,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",272,3
73,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",273,3
74,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",274,3
75,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",275,3
76,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",276,3
77,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",277,3
78,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",278,3
79,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",279,3
80,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",280,3
81,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",281,3
82,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",282,3
83,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",283,3
84,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",284,3
85,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",285,3
86,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",286,3
87,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",287,3
88,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",288,3
89,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",289,3
90,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",290,3
91,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",291,3
92,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",292,3
93,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",293,3
94,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",294,3
95,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",295,3
96,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",296,3
97,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",297,3
98,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",298,3
99,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",299,3
100,"study2",20,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",300,3
1,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",301,4
2,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",302,4
3,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",303,4
4,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",304,4
5,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",305,4
6,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",306,4
7,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",307,4
8,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",308,4
9,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",309,4
10,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",310,4
11,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",311,4
12,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",312,4
13,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",313,4
14,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",314,4
15,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",315,4
16,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",316,4
17,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",317,4
18,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",318,4
19,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",319,4
20,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",320,4
21,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",321,4
22,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",322,4
23,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",323,4
24,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",324,4
25,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",325,4
26,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",326,4
27,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",327,4
28,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",328,4
29,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",329,4
30,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",330,4
31,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",331,4
32,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",332,4
33,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",333,4
34,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",334,4
35,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",335,4
36,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",336,4
37,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",337,4
38,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",338,4
39,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",339,4
40,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",340,4
41,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",341,4
42,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",342,4
43,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",343,4
44,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",344,4
45,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",345,4
46,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",346,4
47,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",347,4
48,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",348,4
49,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",349,4
50,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",350,4
51,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",351,4
52,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",352,4
53,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",353,4
54,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",354,4
55,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",355,4
56,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",356,4
57,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",357,4
58,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",358,4
59,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",359,4
60,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",360,4
61,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",361,4
62,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",362,4
63,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",363,4
64,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",364,4
65,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",365,4
66,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",366,4
67,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",367,4
68,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",368,4
69,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",369,4
70,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",370,4
71,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",371,4
72,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",372,4
73,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",373,4
74,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",374,4
75,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",375,4
76,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",376,4
77,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",377,4
78,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",378,4
79,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",379,4
80,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",380,4
81,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",381,4
82,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",382,4
83,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",383,4
84,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",384,4
85,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",385,4
86,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",386,4
87,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",387,4
88,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",388,4
89,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",389,4
90,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",390,4
91,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",391,4
92,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",392,4
93,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",393,4
94,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",394,4
95,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",395,4
96,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",396,4
97,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",397,4
98,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",398,4
99,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",399,4
100,"study2",50,40,0.2,0.3,0.3,0.3,0.05,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",400,4
1,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",401,5
2,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",402,5
3,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",403,5
4,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",404,5
5,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",405,5
6,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",406,5
7,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",407,5
8,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",408,5
9,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",409,5
10,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",410,5
11,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",411,5
12,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",412,5
13,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",413,5
14,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",414,5
15,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",415,5
16,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",416,5
17,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",417,5
18,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",418,5
19,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",419,5
20,"study2",20,40,0.2,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",420,5
